,headline,date,doc_type,web_url,news_desk,keywords,byline
5127,"U.S. Bans Flights From Brazil, Where Pandemic Is Raging",2020-05-25,article,https://www.nytimes.com/2020/05/24/world/americas/brazil-us-coronavirus-travel-ban.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Travel and Vacations', 'United States Politics and Government']",By Letícia Casado and Anatoly Kurmanaev
5150,"On a Scottish Isle, Nursing Home Deaths Expose a Covid-19 Scandal",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/coronavirus-uk-nursing-homes.html,Foreign,"['Nursing Homes', 'Coronavirus (2019-nCoV)', 'Elder Care', 'Deaths (Fatalities)', 'Epidemics']",By Benjamin Mueller
5159,Outcry Over Dominic Cummings Turns Public Against Boris Johnson for 1st Time,2020-05-26,article,https://www.nytimes.com/2020/05/26/world/europe/boris-johnson-dominic-cummings-uk.html,Foreign,"['Politics and Government', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Polls and Public Opinion']",By Mark Landler and Stephen Castle
5163,"By Air and Sea, Mercenaries Landed in Libya. Then the Plan Went South.",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/middleeast/libya-mercenaries-arms-embargo.html,Foreign,"['Mercenaries and Private Military Contractors', 'Defense and Military Forces', 'Embargoes and Sanctions', 'United States Politics and Government']",By Declan Walsh
5164,New Zealand Earthquake Interrupts Jacinda Ardern’s TV Interview,2020-05-25,article,https://www.nytimes.com/2020/05/24/world/asia/jacinda-ardern-new-zealand-earthquake.html,Foreign,"['Earthquakes', 'Politics and Government', 'Coronavirus (2019-nCoV)']",By Damien Cave
5175,"On a Scottish Isle, Nursing Home Deaths Expose a Covid-19 Scandal",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/coronavirus-uk-nursing-homes.html,Foreign,"['Nursing Homes', 'Coronavirus (2019-nCoV)', 'Elder Care', 'Deaths (Fatalities)', 'Epidemics']",By Benjamin Mueller
5178,Serial Rapist Jumps Off Cliff While Running From Police and Breaks Ribs,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/greece-rapist-dimitris-aspiotis-cliff.html,Foreign,"['Sex Crimes', 'Fugitives']",By Iliana Magra
5179,"On a Scottish Isle, Nursing Home Deaths Expose a Covid-19 Scandal",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/coronavirus-uk-nursing-homes.html,Foreign,"['Nursing Homes', 'Coronavirus (2019-nCoV)', 'Elder Care', 'Deaths (Fatalities)', 'Epidemics']",By Benjamin Mueller
5190,Outcry Over Dominic Cummings Turns Public Against Boris Johnson for 1st Time,2020-05-26,article,https://www.nytimes.com/2020/05/26/world/europe/boris-johnson-dominic-cummings-uk.html,Foreign,"['Politics and Government', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Polls and Public Opinion']",By Mark Landler and Stephen Castle
5220,A €750 Billion Virus Recovery Plan Thrusts Europe Into a New Frontier,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/coronavirus-europe-bailout.html,Foreign,"['Coronavirus (2019-nCoV)', 'Stimulus (Economic)', 'Economic Conditions and Trends', 'Politics and Government', 'Budgets and Budgeting', 'Taxation', 'Credit and Debt', 'Government Bonds', 'Recession and Depression']",By Matina Stevis-Gridneff
5251,"Putin Speaks, Officials Shrug, and Doctors Are Caught in the Middle",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/putin-russia-coronavirus.html,Foreign,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Doctors', 'Bonuses']",By Andrew Higgins
5261,"Spain’s Courts, Already Strained, Face Crisis as Lockdown Lifts",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/spain-courts-coronavirus.html,Foreign,"['Courts and the Judiciary', 'Coronavirus (2019-nCoV)']",By Raphael Minder
5265,Dominic Cummings Offers a Sorry-Not-Sorry for U.K. Lockdown Breach,2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/dominic-cummings-boris-johnson-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines']",By Stephen Castle and Mark Landler
5266,"Putin Speaks, Officials Shrug, and Doctors Are Caught in the Middle",2020-05-25,article,https://www.nytimes.com/2020/05/25/world/europe/putin-russia-coronavirus.html,Foreign,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Doctors', 'Bonuses']",By Andrew Higgins
5282,26 Arrested in People-Smuggling Case Linked to U.K. Truck Deaths,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/essex-lorry-deaths-smuggling-network.html,Foreign,"['Human Trafficking', 'Smuggling']",By Elian Peltier
5296,26 Arrested in People-Smuggling Case Linked to U.K. Truck Deaths,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/essex-lorry-deaths-smuggling-network.html,Foreign,"['Human Trafficking', 'Smuggling']",By Elian Peltier
5300,Boris Johnson Defends ‘Toxic’ Aide Again. Why Protect a Political Burden?,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/boris-johnson-cummings-cooper.html,Foreign,"['Great Britain Withdrawal from EU (Brexit)', 'Coronavirus (2019-nCoV)']",By Mark Landler and Stephen Castle
5303,"Atget’s Paris, 100 Years Later",2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/paris-atget-coronavirus.html,Foreign,"['Photography', 'Coronavirus (2019-nCoV)']","By Eugène Atget, Mauricio Lima and Adam Nossiter"
5310,‘Overtaken by Aliens’: India Faces Another Plague as Locusts Swarm,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/india-locusts-jaipur.html,Foreign,"['Grasshoppers', 'Coronavirus (2019-nCoV)']",By Jeffrey Gettleman and Suhasini Raj
5327,How the Taliban Outlasted a Superpower: Tenacity and Carnage,2020-05-26,article,https://www.nytimes.com/2020/05/26/world/asia/taliban-afghanistan-war.html,Foreign,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'United States International Relations', 'Terrorism']",By Mujib Mashal
5339,This Chef Has a Michelin Star and a Mission: Feeding Millions in India’s Lockdown,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/vikas-khanna-india-hungry.html,Foreign,"['Food', 'Coronavirus (2019-nCoV)', 'Humanitarian Aid']",By Shalini Venugopal Bhagat
5427,Why Are People Protesting in Hong Kong?,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/why-are-hong-kong-protesters.html,Foreign,"['Hong Kong Protests (2019)', 'Politics and Government', 'Demonstrations, Protests and Riots', 'Coronavirus (2019-nCoV)']",By Amy Qin
5494,Playing by the Rules: Dutch Leader Offers a Sober Contrast in a Brash Era,2020-05-28,article,https://www.nytimes.com/2020/05/28/world/europe/rutte-dutch-netherlands.html,Foreign,"['Legislatures and Parliaments', 'United States Politics and Government', 'Dutch Language']",By Thomas Erdbrink
5509,Playing by the Rules: Dutch Leader Offers a Sober Contrast in a Brash Era,2020-05-28,article,https://www.nytimes.com/2020/05/28/world/europe/rutte-dutch-netherlands.html,Foreign,"['Legislatures and Parliaments', 'United States Politics and Government', 'Dutch Language']",By Thomas Erdbrink
5517,"‘It’s Not the Virus’: Mexico’s Broken Hospitals Become Killers, Too",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/americas/virus-mexico-doctors.html,Foreign,"['Deaths (Fatalities)', 'Medicine and Health', 'Hospitals', 'Doctors', 'Nursing and Nurses', 'Shortages', 'Workplace Hazards and Violations', 'Politics and Government', 'Coronavirus (2019-nCoV)']",By Natalie Kitroeff and Paulina Villegas
5521,"‘It’s Not the Virus’: Mexico’s Broken Hospitals Become Killers, Too",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/americas/virus-mexico-doctors.html,Foreign,"['Deaths (Fatalities)', 'Medicine and Health', 'Hospitals', 'Doctors', 'Nursing and Nurses', 'Shortages', 'Workplace Hazards and Violations', 'Politics and Government', 'Coronavirus (2019-nCoV)']",By Natalie Kitroeff and Paulina Villegas
5529,France Bans Malaria Drug for Coronavirus Treatments,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/coronavirus-world-global.html,Foreign,['Coronavirus (2019-nCoV)'],
5561,"In a German Restaurant, the Sommelier Lifts His Mask to Smell the Wine",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/germany-berlin-pauly-saal-coronavirus-reopening.html,Foreign,"['Quarantine (Life and Culture)', 'Restaurants', 'Coronavirus Reopenings']",By Patrick Kingsley and Laetitia Vancon
5578,"In Hong Kong, China Tries to Drown Out Security Law’s Critics",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/hong-kong-china-national-security-law.html,Foreign,"['Politics and Government', 'Law and Legislation', 'Propaganda', 'Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)']",By Javier C. Hernández and Alexandra Stevenson
5589,"India Loosens Restrictions, Despite Coronavirus Surge",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/coronavirus-update.html,Foreign,['Coronavirus (2019-nCoV)'],
5594,"Beijing Hardens Resolve to Defy U.S., Even While Calling for Cooperation",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/asia/china-united-states.html,Foreign,"['United States International Relations', 'International Trade and World Market', 'Extradition', 'Hong Kong Protests (2019)']",By Keith Bradsher and Steven Lee Myers
5603,Protesters in Hong Kong Rally Against China’s Tightening Grip,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/hong-kong-protest-china-anthem.html,Foreign,"['Hong Kong Protests (2019)', 'Law and Legislation', 'National Anthems', 'Politics and Government']","By Austin Ramzy, Tiffany May, Amy Qin and Lam Yik Fei"
5610,Extradition of Huawei Executive Clears a Major Legal Hurdle in Canada,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/canada/huawei-extradition-meng-wanzhou.html,Foreign,"['Extradition', 'United States International Relations', 'Embargoes and Sanctions', 'Frauds and Swindling', 'Decisions and Verdicts']",By Tracy Sherlock and Dan Bilefsky
5616,Serial Rapist Jumps Off Cliff While Running From Police and Breaks Ribs,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/greece-rapist-dimitris-aspiotis-cliff.html,Foreign,"['Sex Crimes', 'Fugitives']",By Iliana Magra
5623,The Return to School,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/australia/coronavirus-school-students.html,Foreign,"['Education (K-12)', 'Quarantine (Life and Culture)', 'Coronavirus Reopenings', 'E-Learning']",By Besha Rodell
5626,"French Take Their Apéros to the Streets, Testing Lockdown Limits",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/europe/france-coronavirus-lockdown-aperue.html,Foreign,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Bars and Nightclubs', 'Restaurants', 'Fines (Penalties)', 'Shutdowns (Institutional)', 'Coronavirus Reopenings', 'Quarantines']",By Norimitsu Onishi and Constant Méheut
5631,"‘It’s Too Late’: In Sprawling Indonesia, Coronavirus Surges",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/asia/indonesia-coronavirus-surge.html,Foreign,"['Coronavirus (2019-nCoV)', 'Travel Warnings', 'Coronavirus Reopenings', 'Ramadan', 'Muslims and Islam']",By Hannah Beech and Muktita Suhartono
5632,Hungary Outlaws Changing Gender on Documents After Birth,2020-05-28,article,https://www.nytimes.com/2020/05/28/world/europe/hungary-transgender-law.html,Foreign,"['Law and Legislation', 'Transgender and Transsexuals', 'Human Rights and Human Rights Violations', 'Gender']",By Benjamin Novak
5639,"Beijing Hardens Resolve to Defy U.S., Even While Calling for Cooperation",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/asia/china-united-states.html,Foreign,"['United States International Relations', 'International Trade and World Market', 'Extradition', 'Hong Kong Protests (2019)']",By Keith Bradsher and Steven Lee Myers
5649,"Beijing Hardens Resolve to Defy U.S., Even While Calling for Cooperation",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/asia/china-united-states.html,Foreign,"['United States International Relations', 'International Trade and World Market', 'Extradition', 'Hong Kong Protests (2019)']",By Keith Bradsher and Steven Lee Myers
5665,"Older Italians Warily Eye Young Crowds, Fearing 2nd Coronavirus Wave",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/italy-young-people-coronavirus.html,Foreign,"['Youth', 'Coronavirus (2019-nCoV)', 'Politics and Government', 'Elderly']",By Emma Bubola
5674,"India Loosens Restrictions, Despite Coronavirus Surge",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/coronavirus-update.html,Foreign,['Coronavirus (2019-nCoV)'],
5686,Canada’s Largest Newspaper Changes Hands Amid Vow to Keep Liberal Voice,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/canada/Toronto-star-sold.html,Foreign,"['Newspapers', 'Mergers, Acquisitions and Divestitures']",By Ian Austen
5687,Serial Rapist Jumps Off Cliff While Running From Police and Breaks Ribs,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/greece-rapist-dimitris-aspiotis-cliff.html,Foreign,"['Sex Crimes', 'Fugitives']",By Iliana Magra
5691,"Older Italians Warily Eye Young Crowds, Fearing 2nd Coronavirus Wave",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/italy-young-people-coronavirus.html,Foreign,"['Youth', 'Coronavirus (2019-nCoV)', 'Politics and Government', 'Elderly']",By Emma Bubola
5701,A Continent Reopens,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/a-continent-reopens.html,Foreign,['Coronavirus (2019-nCoV)'],By Patrick Kingsley and Laetitia Vancon
5712,Canada’s ‘Voice of the Nation’ Rings Out in a Capital Quieted by a Virus,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/canada/ottawa-peace-tower-coronavirus.html,Foreign,"['Music', 'Musical Instruments', 'Bells', 'Coronavirus (2019-nCoV)', 'Legislatures and Parliaments', 'Quarantines']",By Ian Austen
5724,"China Approves Plan to Rein In Hong Kong, Defying Worldwide Outcry",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/asia/china-hong-kong-crackdown.html,Foreign,"['Civil Rights and Liberties', 'Defense and Military Forces', 'Hong Kong Protests (2019)']",By Keith Bradsher
5727,"Coronavirus Spread Speeds Up, Even as Nations Reopen",2020-05-28,article,https://www.nytimes.com/2020/05/28/world/coronavirus-live.html,Foreign,['Coronavirus (2019-nCoV)'],
5742,‘Overtaken by Aliens’: India Faces Another Plague as Locusts Swarm,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/india-locusts-jaipur.html,Foreign,"['Grasshoppers', 'Coronavirus (2019-nCoV)']",By Jeffrey Gettleman and Suhasini Raj
5747,Kosovo Court Says New Government Can Be Formed Without an Election,2020-05-28,article,https://www.nytimes.com/2020/05/28/world/europe/kosovo-government.html,Foreign,['Coronavirus (2019-nCoV)'],By Reuters
5755,‘Overtaken by Aliens’: India Faces Another Plague as Locusts Swarm,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/india-locusts-jaipur.html,Foreign,"['Grasshoppers', 'Coronavirus (2019-nCoV)']",By Jeffrey Gettleman and Suhasini Raj
5767,"Italians Flock to Beaches, Hoping Tourists Will Follow",2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/italy-beaches-coronavirus-reopening.html,Foreign,"['Travel and Vacations', 'Beaches', 'Politics and Government', 'Masks', 'Coronavirus Reopenings', 'Quarantines', 'Coronavirus (2019-nCoV)']",By Jason Horowitz
5773,Kosovo Court Says New Government Can Be Formed Without an Election,2020-05-28,article,https://www.nytimes.com/2020/05/28/world/europe/kosovo-government.html,Foreign,['Coronavirus (2019-nCoV)'],By Reuters
5782,"Italians Flock to Beaches, Hoping Tourists Will Follow",2020-05-27,article,https://www.nytimes.com/2020/05/27/world/europe/italy-beaches-coronavirus-reopening.html,Foreign,"['Travel and Vacations', 'Beaches', 'Politics and Government', 'Masks', 'Coronavirus Reopenings', 'Quarantines', 'Coronavirus (2019-nCoV)']",By Jason Horowitz
5800,When Going to Work Means Taking a Calculated Risk,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/canada/essential-workers.html,Foreign,"['Meat Packers and Butchers', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Shutdowns (Institutional)', 'Labor and Jobs', 'Factories and Manufacturing']",By Ian Austen
5805,South Korean Ends Yearlong Tower Protest After Samsung Apologizes,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/south-korea-protest-tower-samsung.html,Foreign,"['Demonstrations, Protests and Riots', 'Labor and Jobs', 'Apologies', 'Organized Labor']",By Choe Sang-Hun
5806,"Its Coronavirus Caseload Soaring, India Is Reopening Anyway",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/coronavirus-india-lockdown.html,Foreign,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Politics and Government', 'Quarantines', 'Labor and Jobs', 'Medicine and Health']",By Kai Schultz and Sameer Yasir
5808,"Its Coronavirus Caseload Soaring, India Is Reopening Anyway",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/coronavirus-india-lockdown.html,Foreign,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Politics and Government', 'Quarantines', 'Labor and Jobs', 'Medicine and Health']",By Kai Schultz and Sameer Yasir
5817,South Korean Ends Yearlong Tower Protest After Samsung Apologizes,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/south-korea-protest-tower-samsung.html,Foreign,"['Demonstrations, Protests and Riots', 'Labor and Jobs', 'Apologies', 'Organized Labor']",By Choe Sang-Hun
5830,This Chef Has a Michelin Star and a Mission: Feeding Millions in India’s Lockdown,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/vikas-khanna-india-hungry.html,Foreign,"['Food', 'Coronavirus (2019-nCoV)', 'Humanitarian Aid']",By Shalini Venugopal Bhagat
5839,"Russians Are Angry, but Putin’s Foes Struggle to Seize the Moment",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/russia-navalny-putin-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Corruption (Institutional)', 'Polls and Public Opinion']",By Anton Troianovski
5858,Suspect Is Arrested in Anime Studio Fire That Killed 36,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/japan-anime-studio-fire-arrest.html,Foreign,"['Murders, Attempted Murders and Homicides', 'ANIMATED FILMS']",By Gerry Mullany
5863,Why Are People Protesting in Hong Kong?,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/why-are-hong-kong-protesters.html,Foreign,"['Hong Kong Protests (2019)', 'Politics and Government', 'Demonstrations, Protests and Riots', 'Coronavirus (2019-nCoV)']",By Amy Qin
5871,Suspect Is Arrested in Anime Studio Fire That Killed 36,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/japan-anime-studio-fire-arrest.html,Foreign,"['Murders, Attempted Murders and Homicides', 'ANIMATED FILMS']",By Gerry Mullany
5893,Why Are People Protesting in Hong Kong?,2020-05-27,article,https://www.nytimes.com/2020/05/27/world/asia/why-are-hong-kong-protesters.html,Foreign,"['Hong Kong Protests (2019)', 'Politics and Government', 'Demonstrations, Protests and Riots', 'Coronavirus (2019-nCoV)']",By Amy Qin
5901,"In Brazil, a President Under Fire Lashes Out at Investigators",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/americas/brazil-bolsonaro-supreme-court.html,Foreign,"['Politics and Government', 'Corruption (Institutional)', 'Rumors and Misinformation', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']","By Manuela Andreoni, Letícia Casado and Kirk Semple"
5963,Taiwan Court Strikes Down Law Criminalizing Adultery,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/taiwan-adultery.html,Foreign,"[""Women's Rights"", 'ADULTERY']",By Amy Qin
5975,"Testing Is Key to Beating Coronavirus, Right? Japan Has Other Ideas",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/japan-coronavirus.html,Foreign,"['Politics and Government', 'Tests (Medical)', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Contact Tracing (Public Health)', 'Quarantines', 'Deaths (Fatalities)']",By Ben Dooley and Makiko Inoue
6042,"In a German Restaurant, the Sommelier Lifts His Mask to Smell the Wine",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/germany-berlin-pauly-saal-coronavirus-reopening.html,Foreign,"['Quarantine (Life and Culture)', 'Restaurants', 'Coronavirus Reopenings']",By Patrick Kingsley and Laetitia Vancon
6068,"Resisting Lockdown, Nicaragua Becomes a Place of Midnight Burials",2020-05-31,article,https://www.nytimes.com/2020/05/31/world/americas/coronavirus-nicaragua-burials.html,Foreign,"['Coronavirus (2019-nCoV)', 'Cemeteries', 'Pneumonia']",By Alfonso Flores Bermúdez and Frances Robles
6071,"Resisting Lockdown, Nicaragua Becomes a Place of Midnight Burials",2020-05-31,article,https://www.nytimes.com/2020/05/31/world/americas/coronavirus-nicaragua-burials.html,Foreign,"['Coronavirus (2019-nCoV)', 'Cemeteries', 'Pneumonia']",By Alfonso Flores Bermúdez and Frances Robles
6076,"In Hong Kong, China Tries to Drown Out Security Law’s Critics",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/hong-kong-china-national-security-law.html,Foreign,"['Politics and Government', 'Law and Legislation', 'Propaganda', 'Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)']",By Javier C. Hernández and Alexandra Stevenson
6086,The Return to School,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/australia/coronavirus-school-students.html,Foreign,"['Education (K-12)', 'Quarantine (Life and Culture)', 'Coronavirus Reopenings', 'E-Learning']",By Besha Rodell
6094,"India Loosens Restrictions, Despite Coronavirus Surge",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/coronavirus-update.html,Foreign,['Coronavirus (2019-nCoV)'],
6109,"Older Italians Warily Eye Young Crowds, Fearing 2nd Coronavirus Wave",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/italy-young-people-coronavirus.html,Foreign,"['Youth', 'Coronavirus (2019-nCoV)', 'Politics and Government', 'Elderly']",By Emma Bubola
6110,‘Facing the Darkest Hour’: Hong Kong’s Protest Movement in Crisis,2020-05-30,article,https://www.nytimes.com/2020/05/29/world/asia/hong-kong-protest-future-china.html,Foreign,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'Politics and Government', 'Coronavirus (2019-nCoV)']","By Vivian Wang, Tiffany May, Austin Ramzy and Lam Yik Fei"
6133,A Continent Reopens,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/a-continent-reopens.html,Foreign,['Coronavirus (2019-nCoV)'],By Patrick Kingsley and Laetitia Vancon
6142,Rogue Trip by Boris Johnson Aide Makes U.K.’s Spectator Part of the Story,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/dominic-cummings-spectator-magazine.html,Foreign,"['News and News Media', 'Coronavirus (2019-nCoV)']",By Mark Landler and Stephen Castle
6153,U.S. Sends Two Million Doses of Hydroxychloroquine to Brazil,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
6154,"Coronavirus Slams Broken, Embattled Yemen",2020-05-30,article,https://www.nytimes.com/2020/05/30/world/middleeast/virus-yemen.html,Foreign,"['Coronavirus (2019-nCoV)', 'Humanitarian Aid']",By Vivian Yee
6156,Rogue Trip by Boris Johnson Aide Makes U.K.’s Spectator Part of the Story,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/dominic-cummings-spectator-magazine.html,Foreign,"['News and News Media', 'Coronavirus (2019-nCoV)']",By Mark Landler and Stephen Castle
6181,"Its Coronavirus Caseload Soaring, India Is Reopening Anyway",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/coronavirus-india-lockdown.html,Foreign,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Politics and Government', 'Quarantines', 'Labor and Jobs', 'Medicine and Health']",By Kai Schultz and Sameer Yasir
6183,South Korean Ends Yearlong Tower Protest After Samsung Apologizes,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/south-korea-protest-tower-samsung.html,Foreign,"['Demonstrations, Protests and Riots', 'Labor and Jobs', 'Apologies', 'Organized Labor']",By Choe Sang-Hun
6186,When Going to Work Means Taking a Calculated Risk,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/canada/essential-workers.html,Foreign,"['Meat Packers and Butchers', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Shutdowns (Institutional)', 'Labor and Jobs', 'Factories and Manufacturing']",By Ian Austen
6200,Student Activist in Australia Is Suspended After China Protests,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/australia/drew-pavlou-china-university-queensland.html,Foreign,"['Hong Kong Protests (2019)', 'Human Rights and Human Rights Violations', 'Freedom of Speech and Expression']",By Damien Cave
6204,"In Some Nations, Coronavirus Is Only One of Many Outbreaks",2020-05-30,article,https://www.nytimes.com/2020/05/30/world/americas/virus-central-america-dengue.html,Foreign,"['Coronavirus (2019-nCoV)', 'Dengue Fever', 'Vaccination and Immunization', 'Mosquitoes']",By Kirk Semple
6226,"A Mile-Long Line for Free Food in Geneva, One of World’s Richest Cities",2020-05-30,article,https://www.nytimes.com/2020/05/30/world/europe/geneva-coronavirus-reopening.html,Foreign,"['Coronavirus (2019-nCoV)', 'Food Banks and Pantries', 'Volunteers and Community Service', 'Income Inequality', 'Coronavirus Reopenings']",By Patrick Kingsley and Laetitia Vancon
6229,"Russians Are Angry, but Putin’s Foes Struggle to Seize the Moment",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/europe/russia-navalny-putin-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Corruption (Institutional)', 'Polls and Public Opinion']",By Anton Troianovski
6231,"China and India Brawl at 14,000 Feet Along the Border",2020-05-30,article,https://www.nytimes.com/2020/05/30/world/asia/india-china-border.html,Foreign,"['Defense and Military Forces', 'International Relations']",By Jeffrey Gettleman and Steven Lee Myers
6240,Coronavirus Turns a Spanish Sea Delicacy Back Into Daily Fare,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/coronavirus-prawn-spain.html,Foreign,"['Restaurants', 'Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Coronavirus (2019-nCoV)', 'Prices (Fares, Fees and Rates)', 'Chefs']",By Raphael Minder
6242,Coronavirus Turns a Spanish Sea Delicacy Back Into Daily Fare,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/coronavirus-prawn-spain.html,Foreign,"['Restaurants', 'Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Coronavirus (2019-nCoV)', 'Prices (Fares, Fees and Rates)', 'Chefs']",By Raphael Minder
6248,Mexico’s President Says Most Domestic Violence Calls Are ‘Fake’,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/americas/violence-women-mexico-president.html,Foreign,"['Women and Girls', ""Women's Rights"", 'Human Rights and Human Rights Violations', 'Domestic Violence']",By Natalie Kitroeff
6275,"Testing Is Key to Beating Coronavirus, Right? Japan Has Other Ideas",2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/japan-coronavirus.html,Foreign,"['Politics and Government', 'Tests (Medical)', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Contact Tracing (Public Health)', 'Quarantines', 'Deaths (Fatalities)']",By Ben Dooley and Makiko Inoue
6283,Taiwan Court Strikes Down Law Criminalizing Adultery,2020-05-29,article,https://www.nytimes.com/2020/05/29/world/asia/taiwan-adultery.html,Foreign,"[""Women's Rights"", 'ADULTERY']",By Amy Qin
6292,Western Countries Leave Children of ISIS in Syrian Camps,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/middleeast/isis-children-syria-camps.html,Foreign,"['Children and Childhood', 'Terrorism', 'Politics and Government', 'Detainees', 'Human Rights and Human Rights Violations']",By Ben Hubbard and Constant Méheut
