,headline,date,doc_type,web_url,news_desk,keywords,byline
7,Kim Jong-un Is Back. What Happens When He’s Really Gone?,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/asia/kim-jong-un-alive.html,Foreign,"['Nuclear Weapons', 'Defense and Military Forces', 'Politics and Government', 'Rumors and Misinformation', 'United States International Relations', 'Coronavirus (2019-nCoV)']",By Choe Sang-Hun
20,"No More Jenga, No More ‘Amen’ as Cities Learn to Live With Coronavirus",2020-05-02,article,https://www.nytimes.com/2020/05/02/world/asia/coronavirus-china-hong-kong-south-korea-australia.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Hygiene and Cleanliness', 'Restaurants', 'Churches (Buildings)', 'Education (K-12)', 'Epidemics', 'Social Conditions and Trends']",By Javier C. Hernández and Su-Hyun Lee
30,Venezuelan Officials Claim to Have Stopped an Armed Incursion,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/americas/venezuela-coup.html,Foreign,"[""Coups D'Etat and Attempted Coups D'Etat""]",By Anatoly Kurmanaev
39,Tanzanian Cartoonist Has a Stick for Every Powerful Eye,2020-05-01,article,https://www.nytimes.com/2020/05/01/world/africa/tanzanian-cartoonist-gado.html,Foreign,"['Cartoons and Cartoonists', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",By Abdi Latif Dahir
47,Kim Jong-un Is Back. What Happens When He’s Really Gone?,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/asia/kim-jong-un-alive.html,Foreign,"['Nuclear Weapons', 'Defense and Military Forces', 'Politics and Government', 'Rumors and Misinformation', 'United States International Relations', 'Coronavirus (2019-nCoV)']",By Choe Sang-Hun
59,Tanzanian Cartoonist Has a Stick for Every Powerful Eye,2020-05-01,article,https://www.nytimes.com/2020/05/01/world/africa/tanzanian-cartoonist-gado.html,Foreign,"['Cartoons and Cartoonists', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",By Abdi Latif Dahir
60,Filmmaker Who Mocked Egypt’s President Dies in Prison,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/middleeast/egypt-shady-habash-dead-sisi.html,Foreign,"['Deaths (Fatalities)', 'Political Prisoners', 'Politics and Government', 'Music']",By Declan Walsh
62,"No More Jenga, No More ‘Amen’ as Cities Learn to Live With Coronavirus",2020-05-02,article,https://www.nytimes.com/2020/05/02/world/asia/coronavirus-china-hong-kong-south-korea-australia.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Hygiene and Cleanliness', 'Restaurants', 'Churches (Buildings)', 'Education (K-12)', 'Epidemics', 'Social Conditions and Trends']",By Javier C. Hernández and Su-Hyun Lee
75,Global Backlash Builds Against China Over Coronavirus,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/europe/backlash-china-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Propaganda', 'International Relations', 'United States International Relations']",By Steven Erlanger
107,Setback for Harry and Meghan in Legal Battle With U.K. Tabloids,2020-05-01,article,https://www.nytimes.com/2020/05/01/world/europe/meghan-markle-lawsuit.html,Foreign,"['Suits and Litigation (Civil)', 'Newspapers']",By Mark Landler
109,Canada Bans Assault Weapons in Wake of Deadly Mass Shooting,2020-05-01,article,https://www.nytimes.com/2020/05/01/world/canada/canada-bans-assault-weapons.html,Foreign,"['Politics and Government', 'Gun Control', 'Nova Scotia, Canada, Shooting (April, 2020)', 'Mass Shootings']",By Ian Austen
132,Kashmir Gun Battle Kills at Least 7,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/asia/kashmir-gun-battle-army-militants.html,Foreign,"['Defense and Military Forces', 'Deaths (Fatalities)', 'Kidnapping and Hostages']",By Sameer Yasir
138,Beirut’s Nightlife Survived Civil War. Can It Withstand Pandemic?,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/middleeast/beirut-lebanon-nightlife-coronavirus.html,Foreign,"['Bars and Nightclubs', 'Coronavirus (2019-nCoV)', 'Disc Jockeys', 'Quarantines', 'Quarantine (Life and Culture)']",By Vivian Yee
140,"As Putin Dallies, Russia’s Small Businesses Are Withering Away",2020-05-03,article,https://www.nytimes.com/2020/05/03/world/europe/russia-coronavirus-small-business.html,Foreign,"['Oil (Petroleum) and Gasoline', 'Coronavirus (2019-nCoV)', 'Small Business', 'Politics and Government']",By Ivan Nechepurenko
151,"Blood Samples, Vital for Antibody Tests, Sold at Exorbitant Rates",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/europe/coronavirus-blood-samples.html,Foreign,"['Tests (Medical)', 'Blood Donation', 'Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment', 'Antibodies']",By Jane Bradley
152,Canada Bans Assault Weapons in Wake of Deadly Mass Shooting,2020-05-01,article,https://www.nytimes.com/2020/05/01/world/canada/canada-bans-assault-weapons.html,Foreign,"['Politics and Government', 'Gun Control', 'Nova Scotia, Canada, Shooting (April, 2020)', 'Mass Shootings']",By Ian Austen
154,"U.K. Virus Tests Surpass Target, but Britain’s Deaths May Overtake Italy’s",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/europe/coronavirus-britain-tests-deaths.html,Foreign,"['Coronavirus (2019-nCoV)', 'Tests (Medical)']",By Mark Landler and Stephen Castle
190,Hundreds of Rohingya Refugees Stuck at Sea With ‘Zero Hope’,2020-05-01,article,https://www.nytimes.com/2020/05/01/world/asia/rohingya-muslim-refugee-crisis.html,Foreign,"['Rohingya (Ethnic Group)', 'Refugees and Displaced Persons', 'Human Trafficking', 'Coronavirus (2019-nCoV)']",By Hannah Beech
208,North and South Korea Exchange Gunfire Across Demilitarized Zone,2020-05-03,article,https://www.nytimes.com/2020/05/02/world/asia/South-Korea-North-Gunfire-DMZ.html,Foreign,[],By Choe Sang-Hun
215,"In Odd Turn With Israel, Gazans Get Economic Adrenaline Shot from Virus",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/middleeast/israel-gaza-coronavirus.html,Foreign,"['Palestinians', 'Coronavirus (2019-nCoV)']",By Iyad Abuheweila and Adam Rasgon
224,"Two Medical Systems, Two Pandemic Responses",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/canada/america-canada-coronavirus-comparison.html,Foreign,"['Coronavirus (2019-nCoV)', 'Medicine and Health']",By Ian Austen
226,"Rome Has Been Sacked, Conquered and Abandoned. Now It’s the Pandemic’s Turn.",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/europe/italy-rome-coronavirus-lockdown.html,Foreign,"['Quarantines', 'Coronavirus (2019-nCoV)']",By Jason Horowitz and Nadia Shira Cohen
231,"In a City Frozen in Fear, Time Freezes, Too",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/asia/india-coronavirus-delhi.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines']",By Jeffrey Gettleman and Rebecca Conway
264,"Bolsonaro Fights for Survival, Turning to Empowered Military Elders",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/americas/brazil-bolsonaro-coronavirus-crisis.html,Foreign,"['Politics and Government', 'Defense and Military Forces', 'Corruption (Institutional)', 'Impeachment', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']","By Ernesto Londoño, Letícia Casado and Manuela Andreoni"
270,French Muslims Face a Cruel Coronavirus Shortage: Burial Grounds,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/europe/france-muslims-burials-coronavirus.html,Foreign,"['Cemeteries', 'Muslims and Islam', 'Coronavirus (2019-nCoV)', 'Middle East and Africa Migrant Crisis', 'Deaths (Fatalities)']",By Constant Méheut
274,"Kim Jong-un Resurfaces, State Media Says, After Weeks of Health Rumors",2020-05-01,article,https://www.nytimes.com/2020/05/01/world/asia/kim-jong-un-resurfaces.html,Foreign,"['Rumors and Misinformation', 'Politics and Government', 'News and News Media']",By Choe Sang-Hun
276,Afghanistan Investigating Claims Migrants Were Killed by Iranian Guards,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/asia/afghanistan-iran-migrants-drown.html,Foreign,"['Immigration and Emigration', 'Illegal Immigration']",By Mujib Mashal and Asadullah Timory
277,"With Over Two Dozen Deaths, London Bus Drivers Fear Coronavirus Risk",2020-05-02,article,https://www.nytimes.com/2020/05/02/world/europe/coronavirus-london-buses.html,Foreign,"['Buses', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']",By Megan Specia
285,"As Restrictions Lift, Countries Brace for a New Reality",2020-05-02,article,https://www.nytimes.com/2020/05/02/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
294,French Muslims Face a Cruel Coronavirus Shortage: Burial Grounds,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/europe/france-muslims-burials-coronavirus.html,Foreign,"['Cemeteries', 'Muslims and Islam', 'Coronavirus (2019-nCoV)', 'Middle East and Africa Migrant Crisis', 'Deaths (Fatalities)']",By Constant Méheut
331,Exiled Pakistani Journalist Found Dead in Sweden,2020-05-02,article,https://www.nytimes.com/2020/05/02/world/asia/pakistan-journalist-dead.html,Foreign,"['News and News Media', 'Human Rights and Human Rights Violations', 'Freedom of the Press', 'Baluch (Ethnic Group)', 'Murders, Attempted Murders and Homicides']",By Salman Masood
334,"As Restrictions Lift, Countries Brace for a New Reality",2020-05-02,article,https://www.nytimes.com/2020/05/02/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
354,Venezuelan Officials Claim to Have Stopped an Armed Incursion,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/americas/venezuela-coup.html,Foreign,"[""Coups D'Etat and Attempted Coups D'Etat""]",By Anatoly Kurmanaev
365,Sewer Cleaners Wanted in Pakistan: Only Christians Need Apply.,2020-05-04,article,https://www.nytimes.com/2020/05/04/world/asia/pakistan-christians-sweepers.html,Foreign,"['Christians and Christianity', 'Sewers and Sewage', 'Caste Systems', 'Discrimination', 'Minorities', 'Waste Materials and Disposal', 'Labor and Jobs', 'Deaths (Fatalities)', 'Muslims and Islam']",By Zia ur-Rehman and Maria Abi-Habib
442,Global Backlash Builds Against China Over Coronavirus,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/europe/backlash-china-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Propaganda', 'International Relations', 'United States International Relations']",By Steven Erlanger
443,China Quiets Talk of Coronavirus Cover-Up in Wuhan,2020-05-04,article,https://www.nytimes.com/2020/05/04/world/coronavirus-world-cases-deaths.html,Foreign,"['Coronavirus (2019-nCoV)', 'Palestinians']",
458,Kashmir Gun Battle Kills at Least 7,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/asia/kashmir-gun-battle-army-militants.html,Foreign,"['Defense and Military Forces', 'Deaths (Fatalities)', 'Kidnapping and Hostages']",By Sameer Yasir
464,A ‘Breakdown of Trust’: Pandemic Corrodes Church-State Ties in Russia,2020-05-05,article,https://www.nytimes.com/2020/05/05/world/europe/russia-orthodox-church-coronavirus.html,Foreign,"['Russian Orthodox Church', 'Coronavirus (2019-nCoV)', 'Monasteries and Monks', 'Religion-State Relations']",By Andrew Higgins
469,"As World Comes to Halt Amid Pandemic, So Do Migrants",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/americas/coronavirus-migrants.html,Foreign,"['Coronavirus (2019-nCoV)', 'Immigration and Emigration', 'Refugees and Displaced Persons', 'Asylum, Right of', 'Illegal Immigration', 'Migrant Labor (Agriculture)', 'Migrant Labor (Non-Agriculture)', 'Third World and Developing Countries']",By Kirk Semple
475,Kashmir Gun Battle Kills at Least 7,2020-05-03,article,https://www.nytimes.com/2020/05/03/world/asia/kashmir-gun-battle-army-militants.html,Foreign,"['Defense and Military Forces', 'Deaths (Fatalities)', 'Kidnapping and Hostages']",By Sameer Yasir
490,"As Putin Dallies, Russia’s Small Businesses Are Withering Away",2020-05-03,article,https://www.nytimes.com/2020/05/03/world/europe/russia-coronavirus-small-business.html,Foreign,"['Oil (Petroleum) and Gasoline', 'Coronavirus (2019-nCoV)', 'Small Business', 'Politics and Government']",By Ivan Nechepurenko
494,Hope and Worry Mingle as Countries Relax Coronavirus Lockdowns,2020-05-04,article,https://www.nytimes.com/2020/05/04/world/europe/coronavirus-restrictions.html,Foreign,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Quarantines']",By Jason Horowitz
507,"Leading Philippine Broadcaster, Target of Duterte’s Ire, Forced Off the Air",2020-05-05,article,https://www.nytimes.com/2020/05/05/world/asia/philippines-abs-cbn-duterte.html,Foreign,"['News and News Media', 'Television', 'Human Rights and Human Rights Violations']",By Jason Gutierrez
542,"As World Comes to Halt Amid Pandemic, So Do Migrants",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/americas/coronavirus-migrants.html,Foreign,"['Coronavirus (2019-nCoV)', 'Immigration and Emigration', 'Refugees and Displaced Persons', 'Asylum, Right of', 'Illegal Immigration', 'Migrant Labor (Agriculture)', 'Migrant Labor (Non-Agriculture)', 'Third World and Developing Countries']",By Kirk Semple
544,"Coronavirus Survivors Want Answers, and China Is Silencing Them",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/asia/china-coronavirus-answers.html,Foreign,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Epidemics', 'Censorship', 'Propaganda']","By Vivian Wang, Amy Qin and Sui-Lee Wee"
569,"Italians Find Promise of Antibodies Remains Elusive, for Now",2020-05-03,article,https://www.nytimes.com/2020/05/03/world/europe/coronavirus-antibodies-italy.html,Foreign,"['Tests (Medical)', 'Antibodies', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Quarantines']",By Jason Horowitz
585,Venezuela Claims 2 Americans Were Captured in Failed Invasion,2020-05-05,article,https://www.nytimes.com/2020/05/05/world/americas/venezuela-invasion-americans-captured.html,Foreign,"['Politics and Government', 'Defense and Military Forces']",By The New York Times
597,"After 301 Days in Egyptian Prison, an American Teacher Flies Home",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/middleeast/egypt-reem-desouky-american-released.html,Foreign,"['United States International Relations', 'Detainees']",By Declan Walsh
621,Taiwan Says ‘Play Ball!’ (With Cardboard Fans and Robot Drummers),2020-05-05,article,https://www.nytimes.com/2020/05/05/world/asia/taiwan-baseball-coronavirus.html,Foreign,"['Baseball', 'Coronavirus (2019-nCoV)']",By Javier C. Hernández and Ashley Pon
671,"With Inflation Ravaging Currency, Iran Is Changing Names and Numbers",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/middleeast/iran-currency-inflation-rial-toman.html,Foreign,"['Currency', 'Iranian Rial (Currency)', 'Embargoes and Sanctions']",By Farnaz Fassihi
701,"In Sydney, the Magic Hour Means Noise. It’s Heavenly to Hear.",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/australia/sydney-coronavirus-lockdown-noise.html,Foreign,"['Coronavirus (2019-nCoV)', 'Children and Childhood', 'Parenting', 'Bicycles and Bicycling']",By Damien Cave and Matthew Abbott
724,"In Sydney, the Magic Hour Means Noise. It’s Heavenly to Hear.",2020-05-04,article,https://www.nytimes.com/2020/05/04/world/australia/sydney-coronavirus-lockdown-noise.html,Foreign,"['Coronavirus (2019-nCoV)', 'Children and Childhood', 'Parenting', 'Bicycles and Bicycling']",By Damien Cave and Matthew Abbott
759,Virus Delays Orangutans’ Long Awaited Return Home,2020-05-06,article,https://www.nytimes.com/2020/05/06/world/asia/orangutans-indonesia-coronavirus.html,Foreign,"['Monkeys and Apes', 'Endangered and Extinct Species', 'Forests and Forestry']",By Richard C. Paddock
820,Gas Leak in India at LG Factory Kills 11 and Sickens Hundreds,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/india-lg-gas.html,Foreign,"['Visakhapatnam Gas Leak (2020)', 'Hazardous and Toxic Substances', 'Factories and Manufacturing', 'ACCIDENTS AND SAFETY', 'Deaths (Fatalities)', 'Styrene']","By Jeffrey Gettleman, Suhasini Raj, Kai Schultz and Sameer Yasir"
857,"As Local Health Systems Buckle, Russia’s Oligarchs Take Charge",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/oligarchs-russia-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'High Net Worth Individuals']",By Anton Troianovski
897,Google Sibling Abandons Ambitious City of the Future in Toronto,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/google-toronto-sidewalk-labs-abandoned.html,Foreign,"['Coronavirus (2019-nCoV)', 'Privacy', 'Computers and the Internet', 'AREA PLANNING AND RENEWAL']",By Ian Austen and Daisuke Wakabayashi
904,Israeli Army’s Idea Lab Aims at a New Target: Saving Lives,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/middleeast/coronavirus-israel.html,Foreign,"['Coronavirus (2019-nCoV)', 'Defense and Military Forces', 'Ventilators (Medical)', 'Telemedicine', 'Medical Devices', 'ARTIFICIAL INTELLIGENCE', 'Microbiology']",By David M. Halbfinger
907,China’s Military Is Tied to Debilitating New Cyberattack Tool,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,Foreign,"['Cyberwarfare and Defense', 'Computers and the Internet', 'Espionage and Intelligence Services']",By Ronen Bergman and Steven Lee Myers
921,"Despite Rising Tensions, Iran and U.S. Are Negotiating a Prisoner Release",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/middleeast/Iran-American-prisoner-negotiations.html,Foreign,"['Iranian-Americans', 'Coronavirus (2019-nCoV)']",By Farnaz Fassihi
931,Young Leader Vowed Change in El Salvador but Wields Same Heavy Hand,2020-05-05,article,https://www.nytimes.com/2020/05/05/world/americas/el-salvador-nayib-bukele.html,Foreign,"['Quarantines', 'Human Rights and Human Rights Violations', 'Organized Crime', 'Politics and Government', 'Defense and Military Forces']",By Natalie Kitroeff
937,"Iraq Chooses New Prime Minister, an Ex-Intelligence Chief Backed by U.S.",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/middleeast/iraq-prime-minister-mustafa-khadimi.html,Foreign,"['Politics and Government', 'Legislatures and Parliaments', 'Coronavirus (2019-nCoV)', 'International Relations', 'United States International Relations']",By Alissa J. Rubin
941,"Britain’s Johnson Faces Virus Critics, but Israel’s Netanyahu Comes Out on Top",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
957,China’s Military Is Tied to Debilitating New Cyberattack Tool,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,Foreign,"['Cyberwarfare and Defense', 'Computers and the Internet', 'Espionage and Intelligence Services']",By Ronen Bergman and Steven Lee Myers
1010,Google Sibling Abandons Ambitious City of the Future in Toronto,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/google-toronto-sidewalk-labs-abandoned.html,Foreign,"['Coronavirus (2019-nCoV)', 'Privacy', 'Computers and the Internet', 'AREA PLANNING AND RENEWAL']",By Ian Austen and Daisuke Wakabayashi
1019,"Iraq Chooses New Prime Minister, an Ex-Intelligence Chief Backed by U.S.",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/middleeast/iraq-prime-minister-mustafa-khadimi.html,Foreign,"['Politics and Government', 'Legislatures and Parliaments', 'Coronavirus (2019-nCoV)', 'International Relations', 'United States International Relations']",By Alissa J. Rubin
1027,Coronavirus Killing Black Britons at Twice the Rate of Whites,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/coronavirus-uk-black-britons.html,Foreign,"['Black People', 'Race and Ethnicity', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']",By Benjamin Mueller
1053,"In a Town Split by a Border, Virus Rules Vary From Door to Door",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/europe/Baarle-Hertog-Nassau-belgium-netherlands-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Politics and Government', 'Quarantines', 'Border Barriers']",By Thomas Erdbrink
1068,"Cardinal George Pell Knew of Clergy Sex Abuse, Australian Report Finds",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/australia/cardinal-george-pell.html,Foreign,"['Sex Crimes', 'Priests', 'Child Abuse and Neglect', 'Clergy']",By Livia Albeck-Ripka
1077,Kenya and Somalia to Jointly Investigate Cargo Plane Crash,2020-05-06,article,https://www.nytimes.com/2020/05/06/world/africa/somalia-kenya-coronavirus-aid-plane-crash.html,Foreign,"['Aviation Accidents, Safety and Disasters', 'Coronavirus (2019-nCoV)', 'Humanitarian Aid']",By Abdi Latif Dahir
1081,"In a Town Split by a Border, Virus Rules Vary From Door to Door",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/europe/Baarle-Hertog-Nassau-belgium-netherlands-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Politics and Government', 'Quarantines', 'Border Barriers']",By Thomas Erdbrink
1086,"Cardinal George Pell Knew of Clergy Sex Abuse, Australian Report Finds",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/australia/cardinal-george-pell.html,Foreign,"['Sex Crimes', 'Priests', 'Child Abuse and Neglect', 'Clergy']",By Livia Albeck-Ripka
1096,"An Adoption, a Pandemic and an Evacuation",2020-05-06,article,https://www.nytimes.com/2020/05/06/parenting/fertility/pandemic-adoption-india.html,Foreign,"['ADOPTIONS', 'Orphans and Orphanages', 'Indian-Americans', 'Visas', 'Coronavirus (2019-nCoV)', 'Parenting', 'Baby Foods', 'Babies and Infants']",By Maria Abi-Habib
1100,"An Incursion Into Venezuela, Straight Out of Hollywood",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/venezuela-failed-overthrow.html,Foreign,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Politics and Government', 'United States International Relations']",By Julie Turkewitz and Frances Robles
1107,Taiwan Says ‘Play Ball!’ (With Cardboard Fans and Robot Drummers),2020-05-05,article,https://www.nytimes.com/2020/05/05/world/asia/taiwan-baseball-coronavirus.html,Foreign,"['Baseball', 'Coronavirus (2019-nCoV)']",By Javier C. Hernández and Ashley Pon
1118,"As U.K. Deaths Mount, Political Terrain Gets Trickier for Boris Johnson",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/europe/uk-deaths-johnson-starmer-coronavirus.html,Foreign,"['Politics and Government', 'Coronavirus (2019-nCoV)']",By Mark Landler and Stephen Castle
1138,"An Adoption, a Pandemic and an Evacuation",2020-05-06,article,https://www.nytimes.com/2020/05/06/parenting/fertility/pandemic-adoption-india.html,Foreign,"['ADOPTIONS', 'Orphans and Orphanages', 'Indian-Americans', 'Visas', 'Coronavirus (2019-nCoV)', 'Parenting', 'Baby Foods', 'Babies and Infants']",By Maria Abi-Habib
1141,"An Incursion Into Venezuela, Straight Out of Hollywood",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/venezuela-failed-overthrow.html,Foreign,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Politics and Government', 'United States International Relations']",By Julie Turkewitz and Frances Robles
1159,Top U.K. Scientist Resigns Over Coronavirus Distancing Violation,2020-05-05,article,https://www.nytimes.com/2020/05/05/world/coronavirus-world-coverage.html,Foreign,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",
1165,Top U.K. Scientist Resigns Over Coronavirus Distancing Violation,2020-05-05,article,https://www.nytimes.com/2020/05/05/world/coronavirus-world-coverage.html,Foreign,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",
1180,"Eager to Corral the Coronavirus, U.K. Tests a Disputed Tracing App",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/uk-coronavirus-contact-tracing.html,Foreign,"['Coronavirus (2019-nCoV)', 'Mobile Applications', 'Surveillance of Citizens by Government', 'Smartphones', 'Privacy', 'Epidemics']",By Adam Satariano
1181,Reopenings Mark a New Phase: Global ‘Trial-and-Error’ Played Out in Lives,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/coronavirus-reopening-costs.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Unemployment', 'Economic Conditions and Trends']",By Max Fisher
1213,"Israeli High Court Lets Netanyahu Form Government, Despite Indictments",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/middleeast/israel-netanyahu-court.html,Foreign,['Politics and Government'],By David M. Halbfinger and Adam Rasgon
1223,Pandemic Forces Poland to Delay Presidential Election,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/poland-presidential-election-coronavirus.html,Foreign,"['Elections', 'Politics and Government', 'Absentee Voting', 'Coronavirus (2019-nCoV)', 'Postal Service and Post Offices', 'Human Rights and Human Rights Violations', 'Epidemics']",By Joanna Berendt and Marc Santora
1231,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/asia/india-coronavirus-lockdown-infections.html,Foreign,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Epidemics']",By Jeffrey Gettleman and Kai Schultz
1262,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/asia/india-coronavirus-lockdown-infections.html,Foreign,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Epidemics']",By Jeffrey Gettleman and Kai Schultz
1268,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/asia/india-coronavirus-lockdown-infections.html,Foreign,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Epidemics']",By Jeffrey Gettleman and Kai Schultz
1274,Parents Nervously Return to Work in Italy. Children Are Still at Home.,2020-05-06,article,https://www.nytimes.com/2020/05/06/world/europe/italy-coronavirus-reopening-parents.html,Foreign,"['Children and Childhood', 'Coronavirus (2019-nCoV)', 'Women and Girls', 'Parenting', 'Telecommuting', 'Child Care']",By Elisabetta Povoledo
1280,"Eager to Corral the Coronavirus, U.K. Tests a Disputed Tracing App",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/uk-coronavirus-contact-tracing.html,Foreign,"['Coronavirus (2019-nCoV)', 'Mobile Applications', 'Surveillance of Citizens by Government', 'Smartphones', 'Privacy', 'Epidemics']",By Adam Satariano
1281,Reopenings Mark a New Phase: Global ‘Trial-and-Error’ Played Out in Lives,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/coronavirus-reopening-costs.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Unemployment', 'Economic Conditions and Trends']",By Max Fisher
1292,"Israeli High Court Lets Netanyahu Form Government, Despite Indictments",2020-05-06,article,https://www.nytimes.com/2020/05/06/world/middleeast/israel-netanyahu-court.html,Foreign,['Politics and Government'],By David M. Halbfinger and Adam Rasgon
1302,"In Japan, the ‘Murder Hornet’ Is Both a Lethal Threat and a Tasty Treat",2020-05-05,article,https://www.nytimes.com/2020/05/05/world/asia/murder-hornet-japan.html,Foreign,"['Hornets (Insects)', 'Invasive Species', 'Hunting and Trapping']",By Ben Dooley
1334,Gas Leak in India at LG Factory Kills 11 and Sickens Hundreds,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/india-lg-gas.html,Foreign,"['Visakhapatnam Gas Leak (2020)', 'Hazardous and Toxic Substances', 'Factories and Manufacturing', 'ACCIDENTS AND SAFETY', 'Deaths (Fatalities)', 'Styrene']","By Jeffrey Gettleman, Suhasini Raj, Kai Schultz and Sameer Yasir"
1367,"As Local Health Systems Buckle, Russia’s Oligarchs Take Charge",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/oligarchs-russia-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'High Net Worth Individuals']",By Anton Troianovski
